Sentiment,SentimentText,Index
0, &quot;BBC NEWS | UK maps climate change forecasts&quot; - The picture it paints is an alarming one ( http://bit.ly/69AYs ),438
0, &quot;I'm giving up on you. I don't care how you mess up your life now.&quot;... :'(,439
0," &quot;Meteorologists Predict Chilly, Rainy Midsummer | News in Finland| yle.fi&quot; + thunder  ( http://bit.ly/15TpJC )",440
0, (angry) mixed motions! but soo frustrated x( http://plurk.com/p/13s5mg,441
0, (mood i am in),442
0, *hugs @ignorantsheep*,443
0, *sends you e-hugs*,444
0, *tear*,445
0," *cries* I'm so depressed, thanks to you my angel! &quot;I'm gonna find someone someday who might actually treat me well&quot;!!",446
0,"--- *On my way to the doctors with my Duo, my ass hasn't even had breakfast yet  lol",447
0, *sob* must be in bed!!,448
0, *wishes she was at summer jam*,449
0," , school! GrRr im not in the mood to take my make up back off then put it on again when the teachers leave!",450
0, . Sunday is over.,451
0, .. why the jonas are bad with us !! come to paraguay,452
0, ... UghH... Anybody wanna come to my house and cook? My mom is leavin for work and aint cook me shit !... Can't trust dem hoes!!!,453
0, ....  i don't know what to do..,454
0, .... i think i lost my spanish book!! :-X,455
0, .... Life can be so complicated. I know God has a plan .... I just have to trust in him.,456
0," ......... Oh well, at least Suzumiya Haruhi no Yuuutsu is on air.",457
0, .........not really a good night guys ! buu huu,458
0, ...I did not get cast in but I will keep looking for some dance opportunities.  I need some exercise.,459
0, ...the ground around me is wet... i looked up to see if any drops fall on my face...it was drizzle all around but I am missing my drops,460
0, ..i forgot to bring my new sharpie pens to school today..booo!,461
0, ..omg...my celly is off...this hasn't happened to me in years...WTF!!! gota get my bill paid,462
0, :'( this is so horrible,463
0, :'( where ius that one person that can make me smile ,464
0, :S this tweetdeck is killing me hate it ,465
0, @ last.fm not working.,466
0,"- @alexjreid - saw that earlier, can't even comprehend what that couple were feeling. Really tragic ",467
0,- @benboychuk I hope it's not actually on here birthday that she's getting shots.  ,468
0," @billbeckett's signature has 100% rubbed off my mondayeyes bracelet. At least I have plenty of autographs from him, but still. Sad day.",469
0," , Alllllan ruins my lifeeee.",470
0, . I was want to buy the sims 3 . But it sold out . Wtf . Haha..,471
0, .. just ,472
0," .. yep,i have things my way all the time. i am selfish. everything revolves around me. yep. im a bitch. great for me (Y) =|",473
0, ... ...I don't wanna get rid of twitter  You guys are too cool...,474
0, ... i try... i try so hard... and i seem to get no credit for it.... wats the prob?,475
0,"- ... wide awake, but dont actually wanna go to school :S  xxx",476
0, .... Dream beautiful.,477
0, .... now only have one roommate....,478
0, ..... Im givin myself 5 minutes to turn that frown upside down,479
0, ......i cant even say a word right now,480
0, .....why am i so sad??...becuz of u or becuz of the exam??.....i think..becuz of u... ,481
0, ...?                   ..frustrated?,482
0, ...and i feel a shallow breath that squeezes past the fifty pounds of stone laid in my chest.,483
0, ...just found out that a friend from my childhood has passed away... May he Rest In Peace.,484
0, ...still in the office... ,485
0, ..sniffles... since I dont get to leave this fucking house...AW GREAT the power's gone. and its getting dark.. Puurfect!,486
0, / I feel so ... ... Left out,487
0, ::sigh:: we didnt win the contest . stupid popularity contest. i had so many votes for her also.  im realy sad. i had such a good feeling,488
0, ;( noooo! why? things are so complicated if I spelt that wrong idc,489
0, ;( noooo! why? things are so complicated if I spelt thy wrong idc,490
0, @ JFK International Airport http://loopt.us/PPYZTQ.t,491
0, @ jonas brothers youtube bein suspended,492
0, @ moval court 4 a traffic ticket..I should b sleeping..aahh.,493
0, @bananarchy_atx sold out of frozen bananas today!   http://mypict.me/2QIM,494
0, @beckobviously i have no car to come to you either.,495
0, @belllareow has disappeared again ,496
0,- @billyraycyrus oi tell your daughter to lower her ticket prices we cant afford it in london  my sister cried.,497
0,"- @brooklyn_belle LOL. &quot;cat.&quot; I'm a huge fan. Also, the more i think about it, the more I think you should hold off on Sims 3 ",498
0," @cnnbrk: Farrah Fawcett, star of &quot;Charlie's Angels,&quot; has died from cancer at 62.",499
1,              omg its already 7:30 :O,500
1,       Juuuuuuuuuuuuuuuuussssst Chillin!!,501
1,      handed in my uniform today . i miss you already,502
1,      hmmmm.... i wonder how she my number @-),503
1,      thanks to all the haters up in my face all day! 112-102,504
1,    Feeling strangely fine. Now I'm gonna go listen to some Semisonic to celebrate,505
1,    You're the only one who can see this cause no one else is following me this is for you because you're pretty awesome,506
1,"   goodbye exams, HELLO ALCOHOL TONIGHT ",507
1,   uploading pictures on friendster ,508
1,  (: !!!!!! - so i wrote something last week. and i got a call from someone in the new york office... http://tumblr.com/xcn21w6o7,509
1,"  ... Do I need to even say it?  Do I?  Well, here I go anyways:  CHRIS CORNELL IN CHICAGO!  ... TONIGHT!    ",510
1,  ... health class (what a joke!),511
1,  @ginaaa &lt;3 GO TO THE SHOW TONIGHT,512
1,  bathroom is clean..... now on to more enjoyable tasks......,513
1,  boom boom pow,514
1,  go give ur mom a hug right now. http://bit.ly/azFwv,515
1,  Going To See Harry Sunday Happiness ,516
1,-  I always get what I want,517
1,  I bend backwards  ,518
1,  i get off work sooooon! i miss cody booo. haven't seen him in foreverr!,519
1,  I hate allergies. Should I get my hair cut tomorrow? I'm taking a public poll...,520
1,  I'm really going to bed now...,521
1,  Jin has a twitter.,522
1,  just gonna smile...cuz it is what it is..and im not sure what more they could want..,523
1,"  Just got home, and I got to see my friend Zahra whom I haven't seen since We graduated!!!  That makes me so happy.",524
1,  oh thank you!,525
1,  pleased,526
1,  Rose and ood will be back in the Xmas Who special!  YAY!  Damn that's half a year away.,527
1,"  Thanks, I need all the help i can get.",528
1, - that explains alot.,529
1,  There's going to be a Heathers sequel.  Winona4ever!  They better not fuck it up.,530
1,  trae is so sweet! He just bought me a new baithing suit!! Wove him ,531
1,"  True, highly subjective of me there. Tombre was actually my favorite character in the book. You got me  - http://is.gd/13be0 - Rishabh",532
1,  wide awake   NOT!!!,533
1,  yeah me too. Its been awful weather here for the last week so that stinks. Kristis comin down and moe said mmmaybe he take us for  ...,534
1, #poemsunder140 ....started by @shannonelyse1,535
1," &lt;--- That is all, and believe me.. it's enough!",536
1, &lt;3 goooood timessss,537
1, &quot;I know you hungry so lets go outside on the balcony so you can eat&quot;....,538
1, &quot;The 10 Men a UK Female Internet Entrepreneur Should Know when Starting and Growing a Business : The Next Women&quot; ( http://tinyurl.com ...,539
1, &quot;The truth is hiding in your eyes&quot; @patita @MissMarian  Paramore ï¿½ Decode @Daninho502  ? http://blip.fm/~5ytke,540
1,-- *hummin* I SAY &quot;shut up &amp; put your money where your mouth is&quot; ...headin' out to reality. Cheers Twitter world! ,541
1,-- . *sigh* You cant love someone that doesn't love you back that's like stalker status . GET a divorce &amp;&amp; move on . Trinity. ,542
1,"-- . Aiqht Goodniqht . Tri, Neena, Malcolm, Chaise , JLew, ATL &lt;333 Love Much . ",543
1,-- . Triiiiiii .  ily . even if Chaise doesn't . =D *dies of laughter*,544
1, ..... hot choco is the best!,545
1, : Beach day with Scoobs. =( : Still no phone.,546
1," :-D ))))))))...WHAT AN AMAZING NIGHT,DAY &amp; NIGHT AGAIN!! HI TWITS! I MiSS U GUYS",547
1, @ canaveral national  seashore,548
1, @ progressing in the production department with &quot;The Uprizing&quot; thats the priority getting the head nodding beats and then we reach out,549
1, @ taylorrhicks enjoy chicago..b new venue is always cool. You shine everywhere you go. I know who you are. In time so will everyone. ,550
1,' @ Thestreetforce  ',551
1, @3sixty5days makes me smile.,552
1," @adamisacson My first day off in 3 weeks, and my child got up before 7:00. So watch for me on &quot;Nancy Grac.. http://tr.im/khKW",553
1," @adbert: &quot;#Video [Woody Woodpecker â€“ The Barber of Seville] I am great, @klitoria, just wishing to be a ch... â™« http://blip.fm/~7g6r0",554
1, @alexrauchman I am happy you are staying around here. Drexel is a fabulous university. You should be proud. yeah.,555
1," @ange_black @sween I call dibs on the Voltron arm. No the leg. Wait. Where are my manners? @baileygenine,.. http://tr.im/oERy",556
1, @CharlottegC I just saw ur mum,557
1, @chloelunn and @meganmcdowell GET YOUR FAT ASSES ON HERE. NAI.,558
1,"- @codinghorror See, three external monitors on one laptop, http://www.twitpic.com/6e3zp Win7RC  1 x 1920x1080, 2 x 1280x1024",559
1, @copicmarker&quot; facebook.com/copic.marker if you're cool. Or if you're not cool. Maybe I'll send some cool .. http://tr.im/oyT7,560
1,' @crewislife  you want to start the morning later; in New York we can do that  (Californians have it even better),561
1, @cybervenus http://twitpic.com/75kwb ~ LOL LuV IT! &gt;&gt; http://twitpic.com/75hsg Did any1 find or c 1? #a.. http://bit.ly/mUMFh,562
1, @dandelionas is making fettucini and garlic bread!,563
1, @danregal  tell @pfont i said Happy BDay!! ,564
1," @DirtyRose17  told you, you would sweep haha :-p",565
1,"- @haugern The servers are now backup, if you experience any more problems then please let me know  Sorry about the delay...",566
1," @hawaiibuzz: &quot;yes, i am lol j/k luv this! @DJDolceVita: &quot;you are like a gentle breeze that has blown throug... â™« http://blip.fm/~7s7mn",567
1, @hidingesther @linininiooh are my future rooooooooomies! NYC holleR,568
1, @Hijack_King7 I hope u have cheeSe burgerS 4 @Snubbmatic LMBO,569
1, @iamyas awesome,570
1, @ivegotzooms I am nothing of the kind and everything of the sort http://tr.im/mLsn,571
1,- @jerrybattiste &quot;..pick up some flowers for the teacher..&quot; I'm jealous! I want flowers without having to be in the hospital to get them! ,572
1,- @joaoqalves Think again   Talvez seja do Ãªnfase na cifra. Mas atenÃ§Ã£o: &quot;Security is a chain; it's as strong as the weakest link â€¦,573
1,- @kaitymarine - watch E3 @MCMudkips - Will do ,574
1,- @katherineholden Thanks K! Here's hoping! Pretty nervous though... ,575
1, @kcome ?????????????????????????????????? ????????????1000 Followers???????????? http://tr.im/mWKn,576
1," @khead I'll tell ya, grocery store. It was better when you blasted the oldies. Sugar Ray does not make me.. http://tr.im/jd0y",577
1," @LHSOPERAFIENDS yall bitches better wake up early to go to the LA Opera, kay!?",578
1," @masareus&quot; @dhempe congrats bhai, but like the oldies in &gt; used to say - arre bhai kuch kam ka http://tr.im/ox5G",579
1, @MelodyChase,580
1, @mgph3nom chilling on twitter via my spanking new blackberry w/ unlimited internet : http://tr.im/mZVC,581
1, @michaelsarver so do you give him every inch of your love every night?,582
1, @mimbles @WParenthetical,583
1,' @minghao Maybe you can pop @StarHubCares a tweet. They are quite active on twitter. ,584
1," @MsNovember It's a shame all the women in Mamma Mia are so horny, since all the men on this island are so.. http://tr.im/kmET",585
1,- @nibaq Thanks for letting me know. I'm going to check out Eureka later with this knowledge ,586
1,"- @PoisonGirl10 What's up? @sevgli Hey you!  @lowridergrl I'm doing ok, thx. You? @cristinerafae You, too! TTYL! @Nic0pic0 Oh, sowwy! lol",587
1, @RAPPUBLICIST HAPPY MOTHERS DAY!,588
1,"- @raybooysen I knew Sharepoint was written by interns, I just knew it !! ",589
1,     I am happy     ,590
1,   Faltam 4 dias para o World Drawing day,591
1,   haha omg. stayin steezy &amp; mowin the lawn... loviie still here &amp;&amp; goiing tanning soon.,592
1,   i wanna play with my camera but i will settle for playing with iv's and heart monitors,593
1,   lol all these #robotpickuplines are hilarious ,594
1,"   man, oh man     (i should punch myself in the head, but im ok with that)",595
1,"   my friends can get with ur friends and we can all b friends, shit, we could do this every weeknd.. Aiigght?  with coop n the crew",596
1,   such a beautiful satisfying day of bargain shopping. loves it.,597
1,   thank god today is friday !!! I love Ti Ti! &lt;3,598
1,   thrilled about being at work this morning   ,599
1,   we break dance not hearts by Short Stack is my ringtone.... i LOVE that song!!!.....,600
1,          my life is very lazzzzyyyy!!!!!!!            ***********,601
1,       ish in a good mood .....tlk to me,602
1,-     J + A MADE NiCE..... TWiCE!                     for now ;],603
1,     loves life atm!   its brilliant XD,604
1,     who else is in a happy mood?? =D,605
1,    !BYE EVERYONE!   ,606
1,    SO FAR SO GOOD!,607
1,    TODAY WAS A GREAT DAY!!!,608
1,"   a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot.",609
1,   Tiger Woods is up by 2at 18 via http://nascar.com/racebuddy,610
1,"   yippeeeee yay lets gather in the hay...HIS LOVE FOUND IT'S WAY+ boy,it's Gonna STAY added 2 the Master's HOLY WAY: ALL HIS WILL+WAY",611
1,       Hardest working chica i know( mii boss lady) @MoneyAceweather (look up to her seriously) lOl,612
1,      thanks for being the bestttttttttttttttttttt J-dawg,613
1,     praise God for this beautiful day!!!     ,614
1,   @Lakers!! I love you guyssss! Those rings.. Mmmyeahh! Bling blingg,615
1,   @PERFEKTnCHANCE (Chance) is Boo #29,616
1,   @Standing_Stones  Thank you very much for the DVD suggestion!  Very nice of you!  Looks good.,617
1,   had a WONDERFUL day  G_D is GRRRRRRRRREAT!!!!!     ,618
1,   I have passed 70-542 exam today   ,619
1,   I want to write a song. I think I will.,620
1,- @serialseb Always thought time estimates should use 'value of Pi rule' (x 3.14). Only exception being 'Pi squared rule'. ,621
1, @SirKenRobinson Creativity via Twitter http://bit.ly/HVTHS,622
1,"- @SlashHudson you tease, i wanna hear the tracks!! ",623
1, @soultravelers3 http://bit.ly/H9Nqe  15 TravelTips 4 student safety in roughplaces,624
1, @SRenaeNae... What is 'FML',625
1, @sweetlilmzmia: &quot;Gotta LOVE Blip.fm - John Mayer Trio - CALIFORNIA DREAMIN' as heard on Conan 06/04/2009 ---... â™« http://blip.fm/~7qdf0,626
1, @Thatsrightnate ~ Just in case you need some help w that:  http://bit.ly/12nP1H,627
1, @THEDIAMONDCOACH  Im sure he'd love that LOL,628
1, @theenglishmuse on &quot;Karl Lagerfeld&quot; 's Twitter profile(s) lol!  Heart the first pic http://tinyurl.com/cbl6tm,629
1," @weselec My avatar can't figure out what you people are, either. http://tr.im/jj70",630
1," @yhf What happened to movies, anyway? It's like Hollywood forgot: in rough times, the public wants to see.. http://tr.im/mZ8l",631
1, @ZOEBOE: &quot;whoops credit is due to   &gt;&gt;&gt;rb@MusicIsMySunshine:  &quot; ? http://blip.fm/~7d4pk,632
1, =&gt; How not to exit a Cessna 206 #skydiving http://bit.ly/16ZZJ7,633
1,"- 20 chicken mcnuggets, 2 double cheeseburgers, large fries, and a lemonade for dinner. Why you may ask? Because I hate my body. ",634
1,- 400th tweet (!) breakfast: everything bagel toasted w/cream cheese with an iced cap... delish ,635
1, A blessed sunday everyone!,636
1, A dog riding the bicycle http://bit.ly/gvMzD,637
1, A problem shared is a buck passed,638
1, à¸”à¸¹à¹?à¸šà¹„à¸•à¹‹ hitech,639
1,  am quite tired can't wait till wwe at burswood &lt;3,640
1,"-  awake, and ready for the day ",641
1,  Being NASTY in the studio with my woman!!!  Go SLEEPIES!!!,642
1,  feeling ok for the first time in a few days. thank you!,643
1,"  found a new way to text him, yey!",644
1,  going for a paddle 2moz ,645
1,  Good Nite.  I hope Grandma visits my dreams again tonight.  Last Night was uplifting...  I miss her.,646
1,  Goodbassplayer... that is funny.... ;)  OilIPO.... I hope the people that will bring us good things are started early this week... ,647
1,  I'm here to tell ya ... very yummy.  Decided to go on a hunt for blender drinks ... know any good ones?,648
1,  is listenin to my new fav band more amor,649
1,  Just another day in paradise. ;),650
1,  love you! &lt;333,651
1,- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text ,652
1,- about to swim ,653
1, ahh school on monday!!!! not ready,654
1," ahhh. Drizzy. Mr. Rogers, you are indeed the best.",655
1, All the small things...,656
1,- always a nice thing to wake up to. yay. :p (gosh I'm such a typical lame overanalyzing teenager) lmao  / had a nice nap.,657
1, am excited,658
1, Am feelin very happy!? ,659
1, Am I feeding the Pig'?,660
1,-- An alarm clock is a device for waking up people who do not have small children. --- ,661
1, anoron.reedcourty.operaunite.com/webserver/content/ home.sch alternatÃ­va ,662
1, Another Friday night of Rock Band,663
1,  : D a million making a difference. I can't help but to believe. I came in believing &amp; I will leave believing GOD IS!,664
1,  Good morning all! Have a great day!!!,665
1,  having a luvly day http://tinyurl.com/ckbmkc,666
1,  he is so hot !,667
1,  hmm what to do!,668
1, - Iowa No. 2 in happy! Yea!,669
1,  just got home,670
1,  just saw sink into me the whole video on kerrang! ive seen it before loads but its so much better on tv!,671
1,  My mom is the funniest person ever!  ,672
1,  Pie seems to have quite a good appetite now.,673
1,"  NHL: Penguins 1, Red Wings 3 - FINAL - Red Wings lead series 1-0 - for stats, stars and more visit http://www.nhl.com",674
1,  R.I.P young teke!!!  i miss you cuzin!! &lt;3     it has been 1 year sence you died. . .    [Dont be ashamed of your faith],675
1, - she is amazing -- Bjork ï¿½ Bachelorette ? http://blip.fm/~4lfyi,676
1,  Thank you.    @Kyauphie,677
1, #andyhurleyday,678
1, #ASOT400,679
1, #followfriday @n3rin3 @jurgenphoto @shaneaddinall @robi27 @dannyvan @byronrode @tattood1,680
1, #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany,681
1, --&gt; that was then. ='( --&gt; this is NOW.,682
1, &lt;3 this pic If u want more tell me cause I got more   http://twitpic.com/6vsv8,683
1, &lt;---My expression watching this again: http://tinyurl.com/eqbwe,684
1, &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead],685
1, &quot;Im in love and I don't care who knows it !&quot; -elf,686
1," &quot;Y must people insist on talking about stupid politics on the comments of a bubblegum pop song. Sorry, get out&quot; http://tinyurl.com/ljgec2",687
1, -as simple as it gets.,688
1," at my tweets: 1 lady saying goodnite, 2 tweets later 1 lady is saying good morning - that's crazy - i would never imagined this yrs ago",689
1, at the nursery. the wailing have just ended. all sleeping soundly. working morning shift tmrw. grr,690
1, AT THE RANDOM MENTION ABOUT CORE 2 &quot;DEALS&quot; THAT ARE ALMOST TWICE AS MUCH SENSE AS IT'S NOT TIED TO HIMSELF ABOUT TV EVERY NIGHT.,691
1, awake...finally..random dream...i was a penguin but i lived in jersey and i oddly lived in a icecream store lolz ,692
1, awesome black coffee... anyone?,693
1, aww great song &quot;Picture to burn&quot;,694
1, baby sitting today.. shopping tomorrow.. Rue 21 Is the best Ever.. ,695
1, baby you like my favorite dessert I just can not get enough of you love you I'm yours 4Eva,696
1, Back to basics ,697
1, BAHAHAHA  me and jodie burst out doing kevin's sos dance!  EPICCC XD,698
1, Bas one last time 2 update my status ,699
1, baseball.,700
1,- been up for 2 days straight. LoL. i NEVER sleep. ,701
1,  such a nice day,702
1,  Summertime by DJ Jazzy Jeff and The Fresh Prince,703
1,  the weather is lushhh!,704
1,  third date went well....moving on to fourth!!!!!!,705
1,  To The Death! An awesome random comic for the certifiably not sane. (  ),706
1,  twilight !!!,707
1,  two more days.,708
1, - 'What Canadians Have to be Proud of' http://bit.ly/NX4aQ,709
1,  xD go day!!!,710
1, - yay for STAR testing week! I start school at 11am this week and I have no school on thursday! maybe SF... http://tumblr.com/xvq1mln1l,711
1,- #Hello #World! This is where i live: http://twitpic.com/6bo0t #beautiful #5am #woop - bed now ,712
1, #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack,713
1, &lt;*~Free!~*&gt;,714
1, &lt;----that's me smiling.,715
1, &quot;Nintendo DSi Portable Game System - What Will You and i Do?&quot; ( http://tinyurl.com/b3yobq ),716
1, &quot;Promote My Site - Getting to the Front Page and Other Places in Social Media&quot; ( http://tinyurl.com/dflzg4 ),717
1," &quot;The universe is a living being, and it's conscious, and it's very old. And it cares about itself in lots of ways.&quot; Drunvalo Melchizedek.",718
1,- &quot;the world makes music for people who listen &quot; ,719
1, &quot;Will Diggâ€™s New Share Feature Pollute Twitter?&quot; ( http://tinyurl.com/ncqkm5 ),720
1, *exited* I just bought some oreos!! I hope everyone likes oreos..,721
1,-- . BABBBBBBBBYY .  I missed you MUCH!!,722
1,-- . well then you gon have to stop w. that . &quot;IDC&quot; shit. JUST be faithful like *points to em* MOI! ,723
1, ... its JONAS DAY!!!!!!!!,724
1, : The Last Gadget http://tinyurl.com/pd4wyp #Geek_And_Poke,725
1, ;) July Flowers (July 2009) #Holiday,726
1, @aaronXnow finally got twitter haha,727
1, @aChAotIcBeaUtY,728
1, @Aimee_B_Loved I think there may be a connection between Paul Reubens and the reason why movie theater fl.. http://tr.im/nfKO,729
1,"- @alittlebit - temperature is down, but the pain is still bad. Hoping antibiotics kick in soon! Thanks for asking ",730
1,"-- @anyamanda said I tweets less these days so, hi! ",731
1," @AuroraLee Would love to see you guys sometime! *grin* - and aw rats, maybe it'll warm up real fast??? LOL",732
1, @blackswan2 &quot;to all you&quot; ? http://blip.fm/~7d1qo,733
1, @blondediva11 What happened while I was gone? Anybody get arrested http://tr.im/koFz,734
1,- @breegeek I'll know if u can't find a replacement 4me. I'll still pay u if not.  I won't let u hang,735
1, @canuckgrrrl Seeing a guy dressed up as a banana totally made my day. Phallic symbol FTW http://tr.im/mVTm,736
1,- @carole29 yep  coz of the England game on Wednesday,737
1,-- . =D There's my BOO.  *Blushes*,738
1,-- . BYYEEE . ILY2 Jamarcusssssss ,739
1,-- . You aint gotta apologize. I know I'm not ugly. ,740
1, ...that is all,741
1," ;) Butterfly Day (Jun 19, 2009) #Holiday",742
1, ??? what does it means ?,743
1,- @ work.. || Only 5 hours of it today and then weeeekend!  Can't wait for the long weekend to begin! Gonna get some things done for sure!,744
1, @ahugeproduction Praying for my cold to go to my head because a skunk just sprayed my yard. This is the w.. http://tr.im/n8AI,745
1," @AriaaJaeger Created from the realms of Light, pure love commands the fold When you think and speak with love, a new world you'll behold~",746
1, @arjunbasu The music was so quiet that he was sure there was a massive hoax being played. On him alone. I.. http://tr.im/mP2j,747
1," @Canuckflack Speaking as a historian, WTF do you incorporate twitter buzz by upper middle class North Ame.. http://tr.im/oFLS",748
1,"- @cmedders Yes, before the show, I suggested that we ought to do a celebrity deathmatch ",749
1," @CranberryPerson Dear hyper chihuahua, we only have 45 minutes left together on this drive, but I have a .. http://tr.im/lAj6",750
1, @danawalker Washington Capitals would be one of #myweakness as well.,751
1," @daveena looking fwd to a twitpic of selma soon. Cool name, add a k to the end and it's tok'ra",752
1, @dustincary yea I really wanna see a win for him at daytona,753
1, @DWO34 Great to follow @BUTTERFLYWHEEL @DebraWard @chastity_1111 @Cortnee4Christ @DWO34 @DarrenSproat @Sharboubou @mikehanes,754
1, @EightyThreeKid aww I'm sorry bae u kno I be grindin =D BUT I GOT U I SWEAR....I needa go buy an artbook that or construction paper,755
1," @gigia: &quot;@Mama_K: &quot;Nobody told me Violent Femmes covered Gnarls Barkley! &quot; tks, dude!! &quot; ? http://blip.fm/~6svjq",756
1," @idvssuperego Started working on a â€œwarm, fluffy fartâ€? tweet before realizing I donâ€™t especially like far.. http://tr.im/n7J0",757
1, @infobotz News = Google Getting Twitterpated? - http://tinyurl.com/oropl7,758
1, @jazzgotsoul @liveguy lol nooooooooo!!!,759
1, @LadyKeisha @scorpio510 thanx for the post &amp; the warm wishes.. enjoy ur day!,760
1, @latuacatante17 youu welcomee,761
1," @LisaBarone If, thru the miracle of modern science, Bruce and Danny had a child...",762
1," @loic Now try sex in bing, deactivate safe search and go to video. You are now on a porn site without lea.. http://tr.im/n18y",763
1, @MICHAEL_CASTRO is not at 902  thanks!,764
1," @mrjoecool well praise the lord 4 gud moods i kno i need 2 b 1, im workn out ma thighs &amp; these dark clouds is scaring me",765
1," @oliveshoot aw, sweet Leslie was tweeting luv last night!  You are my #1 and absolute FAVE!",766
1, big ass kool-aid smile on my face from talkin to my boo...,767
1, blowdrying my hair,768
1, bored........doing nothing at all....okay...i'm a pretty shy girl...,769
1, BOREDDDD  going to do powerpoint,770
1, bosco graduation then sara's voice recital,771
1, breakfast with family,772
1, Britains Got Talent on RIGHT NOW ! Good luck Susan Boyle ;),773
1,"- but suddenly something happens, I write it in Portuguese ",774
1, Can't Wait For Hills Finale Tonight! â™¥,775
1," Can't wait for the weekend, BMTH on Saturday!",776
1,- certification test #2 at 8:30 this morning. Feeling much better about this one today ,777
1, changin my name to ambergirl66 ;) haha my youtube name and it mathces my background ;),778
1,-- chilling with my niggahz Haley and Dylan ,779
1, chocolate cake with a delicious strawberry yummy yummy,780
1," church with matt,was...good. I think I'm going to be a 'churchgirl' now. )",781
1,-- city tonight for mae! ,782
1," come to manchester while your in england  id love to meet you  did you have fun in germany? its beautiful, i love it. (L) xx",783
1, Coming up to the home stretch now with this J/M fic. YAY!!,784
1," Congrats to AL's newest state Senator elect, Democrat Mark Keahey. http://is.gd/MRr3 #alpolitics",785
1, Content.&quot;made a pac lets see how long it last&quot;,786
1, cookies the first time,787
1, def. i have no studio so ur jus gunna get the lyrics [shrug]  @ExoticBella_,788
1," Didn't have time updating because was 2 busy enjoying this &quot;love making, sleep with no clothes on, &amp; eating bbq&quot; weather. I miss this &lt;3",789
1, dinner &lt; bath &lt; workout &lt; run,790
1, Diplomatic husband to his wife &quot;How do u expect me to remember ur birthday when u never look any older?&quot; (via @normaltusker @nehabagoria),791
1, Don't forget to vote today! http://bit.ly/3MG0r,792
1, @Dayngr TweetWrath I think I just coined a new word where is that twitter dictionary http://tr.im/nyYv,793
1, @DJWiLLGATES,794
1, @essentially_me Funny fact: @sween has about 3x his town's population following him on tumblr. How does h.. http://tr.im/lCEl,795
1," @fernandofelman am gonna miss you too. if it's really gonna be 2-3 years, i might end up visiting you in Aussie land (i wish)",796
1, @Grahamapalooza @RoniBryantMusic @Rob_in_Grantham @BananasMel @joetech @joecopas2671 @britespark @r0ckrulez @johnnybeane @bsideofSoccer,797
1,- @hannahradford is taking me to lunch today ,798
1, @jessdelight: LMAO @liveguy,799
1, @joeschmitt Twitter maintenance on a Friday night? They really haven't been listening if they think we wo.. http://tr.im/nDkq,800
1," @johnmaeda Are you a .EXE (do-er), .PPT (talk-er), or .TXT (leafy potted plant) http://tr.im/oBOf",801
1, @krystynchong that's a lovely compliment. thx much! ,802
1, @ksymmonds THANKYOU ,803
1,- @MelbourneVixens Awesome 4th quarter ladies! Great game ,804
1, @netfart quite the opposite,805
1,"- @nikkofelipe night, and thanks for the call ",806
1," @PAN1F @OregonMJW No, I do know the difference! Like I say, it's been a long time. A very long time http://tr.im/nJOo",807
1, @PhillMason @Philoscribe Thank you. I am genuinely grateful,808
1,- @PinkElephant73 So pretty much you look like a candy floss machine today ,809
1, @prblog @steverubel posterous looks like tumblr for iPhone? looks interesting. can you fold this content .. http://tr.im/nhcv,810
1,-- DT tonight; DT tomorrow day &amp; night   beauty.,811
1," elise and melanie are the SHIZ,",812
1,- Every so often I catch my own reflection &amp; think .. Now that's one cool son-of-a-b*tch .. today's one of those days ,813
1, Explore twitter,814
1, Famed Michigan bookstore to close its doors http://u.mavrev.com/bc7v,815
1, FIELD TRIP TODAY  LEAVING NOW :3,816
1,"- finally at home ; bout to napp , then get ready for college tomorrow  ughhh ; sooo excited !",817
1, @rickswift #followfriday these ppl or catch crabs @KarlKleese @lpjdesign  @LostZombies @pinkraygun @BittenbyBooks @hippojuicefilm @zazzle,818
1," @SandyU @MightyBoognish @kittyireland It's light with a bit of punch. Mission=San Francisco gin, Mexican liqueur, seemed an apt name.",819
1," @Savage_Death55 I am super emo about stupid stuff rn, and SG is making me feel better. :p",820
1, @ShawnaShameless &amp; @killavilla if anyone else said something it's to you too.,821
1, @stevijean yeahuhh,822
1, @ThisChicsFlava: @DaPrbmChild lmao&lt;3,823
1," @zeldman just said on Flickr re a Mac that wouldn't install OS X (yes): &quot;As user-focused design goes, this is an exploding colostomy bag&quot;",824
1, ~ LVATT IS COMMING!!! ~,825
1, =] happy sunday =] ,826
1,--- 2009 NCAA National Softball Champions UW Huskies ,827
1, first days are always good..wish my dentist gave me more hours though,828
1, Found a way to make this Private woot woot,829
1, fucking rur mom,830
1,"- Fwd: Good Morn,happy birthday !  regardless of what ppl said yesterday,they don't realize what happend behind the scene.One of the  ...",831
